dis,gene,av.sim
C0238506,CTNNB1,0.0489
C0238506,ZMPSTE24,0.0484
C0238506,BCOR,0.0481
C0238506,BRAF,0.0417
C0238506,H19,0.0385
C0238506,COL2A1,0.0374
C0238506,AKT1,0.0372
C0238506,DICER1,0.0357
C0238621,ASS1,0.07811
C0238621,SCO1,0.0738
C0238621,CTNS,0.0571
C0238621,FASTKD2,0.0506
C0238621,COX10,0.0464
C0238621,TACO1,0.0447
C0238621,ASL,0.0427
C0238621,COX6B1,0.0359
C0238621,HNF4A,0.0349
C0238621,SLC2A2,0.03322
C0238621,SLC34A1,0.03124
C0238621,GALK1,0.03116
C0238621,EHHADH,0.0293
C0238621,CLCN5,0.0283
C0238621,NFU1,0.0282
C0238651,KIF5A,0.0829
C0238651,ATL1,0.07158
C0238651,RTN2,0.0601
C0238651,CCDC88A,0.0541
C0238651,SPG7,0.0537
C0238651,WASHC5,0.04884
C0238651,ZFYVE26,0.0451
C0238651,SPAST,0.0450799999999999
C0238651,HSPD1,0.0445399999999999
C0238651,ERLIN2,0.03884
C0238651,KIF1A,0.0308
C0238651,SACS,0.02908
C0238651,SRPX2,0.0276499999999999
C0238651,NR4A2,0.026975
C0238651,COG5,0.0259
C0238669,COL5A1,0.2898
C0238669,COL1A1,0.0815
C0238669,POR,0.0657714285714285
C0238669,HSD3B2,0.0481333333333333
C0238669,COL5A2,0.0441
C0238669,COL3A1,0.0423714285714285
C0238669,LONP1,0.0355
C0238669,CYP11B2,0.0330166666666666
C0238669,PTEN,0.022
C0238669,ELN,0.0196428571428571
C0238669,CYB5A,0.01826
C0238669,PLOD1,0.0163142857142857
C0238669,HGD,0.01575
C0238669,COL1A2,0.015
C0238669,FLNB,0.0141
C0238801,MMACHC,0.3576
C0238801,MTR,0.2894333333333334
C0238801,MMADHC,0.2336
C0238801,MTRR,0.1799
C0238801,ABCD4,0.0910333333333333
C0238801,MTHFR,0.0883666666666666
C0238801,CD320,0.06025
C0238801,MUT,0.0547666666666666
C0238801,RPS24,0.0322
C0238801,CTH,0.0314
C0238801,RPL5,0.0289
C0238801,LPIN1,0.02885
C0238801,CCND1,0.02875
C0238801,RPL11,0.0275499999999999
C0238801,TCN2,0.0274
C0239043,PLCB4,0.9437
C0239043,CTLA4,0.0661
C0239043,FAS,0.06345
C0239043,HLA-DPB1,0.06125
C0239043,VAMAS6,0.0564
C0239043,PRTN3,0.05375
C0239043,IFNA2,0.0351
C0239043,TNFRSF1A,0.0323
C0239043,MIF,0.0245
C0239043,WG,0.0219
C0239043,FCGR3B,0.0216
C0239043,STAT4,0.021
C0239043,IL2RA,0.02085
C0239043,IL2RB,0.0208
C0239043,PTPN2,0.0206
C0239067,MYOT,0.0820333333333333
C0239067,TCAP,0.0681
C0239067,SGCB,0.0524833333333333
C0239067,HNRNPDL,0.048
C0239067,FKTN,0.0477166666666666
C0239067,ITGA6,0.047
C0239067,TRIM32,0.0403833333333333
C0239067,TPM3,0.0381499999999999
C0239067,POMGNT1,0.0379
C0239067,POMT2,0.0362166666666666
C0239067,KDM5C,0.03362
C0239067,LARGE1,0.03315
C0239067,ATL1,0.0327999999999999
C0239067,CAV3,0.0327
C0239067,GJB1,0.0317833333333333
C0239105,ERCC4,0.0995
C0239105,ERCC2,0.0861
C0239105,ERCC5,0.0815
C0239105,ERCC3,0.0571
C0239105,GDF2,0.0448666666666666
C0239105,DDB2,0.0424
C0239105,ERCC6,0.0421444444444444
C0239105,XPC,0.0405
C0239105,XPA,0.0401
C0239105,POLH,0.0328222222222222
C0239105,LIPA,0.02235
C0239105,SMARCAL1,0.0208
C0239105,NAGA,0.0193777777777777
C0239105,ENG,0.0189
C0239105,ZMPSTE24,0.0187333333333333
C0239137,GLB1,0.129
C0239137,GALNS,0.0701
C0239137,ARSB,0.0404
C0239137,DYM,0.0361
C0239137,GUSB,0.02652
C0239137,IDUA,0.0264
C0239137,COL2A1,0.0253
C0239137,AGA,0.02333
C0239137,CHST3,0.02299
C0239137,COL11A2,0.02274
C0239137,EIF2AK3,0.0215
C0239137,BGN,0.0212
C0239137,ABCC9,0.0206
C0239137,FLNA,0.0205
C0239137,COMP,0.01978
C0239138,COL2A1,0.0479
C0239138,DMP1,0.0431
C0239138,PHEX,0.02974
C0239138,FGFR3,0.0281
C0239138,SLC26A2,0.0278899999999999
C0239138,IHH,0.0251
C0239138,COMP,0.02463
C0239138,CLIC2,0.0228
C0239138,SHOX,0.02227
C0239138,RMRP,0.02185
C0239138,MMP13,0.0215
C0239138,DYM,0.0214299999999999
C0239138,POC1A,0.0203857142857142
C0239138,CHST3,0.01965
C0239138,WISP3,0.0189
C0239174,DMP1,0.1064
C0239174,PHEX,0.09723
C0239174,ENAM,0.0555
C0239174,HTGH,0.0527
C0239174,VDR,0.0394
C0239174,SOST,0.03695
C0239174,FGFR3,0.03537
C0239174,PTH1R,0.03514
C0239174,COL2A1,0.03052
C0239174,CLCN5,0.0274222222222222
C0239174,ATP7A,0.0272
C0239174,FGFR2,0.0269
C0239174,FGF23,0.0267
C0239174,NECTIN1,0.02589
C0239174,FGFR1,0.0246599999999999
C0239181,POLG,0.1816
C0239181,TYMP,0.138
C0239181,RRM2B,0.12142
C0239181,TAP1,0.0423
C0239181,TAPBP,0.0384666666666666
C0239181,SLC37A4,0.03715
C0239181,ADSL,0.0357
C0239181,SLC25A4,0.0339999999999999
C0239181,TWNK,0.03256
C0239181,CYP7B1,0.03186
C0239181,TAP2,0.0272333333333333
C0239181,WFS1,0.0267799999999999
C0239181,DHH,0.02575
C0239181,HMOX1,0.0256333333333333
C0239181,AIMP1,0.0253
C0239234,FGFR2,0.0694
C0239234,TBX1,0.0564
C0239234,BRAF,0.0547
C0239234,FGFR3,0.0520599999999999
C0239234,COL11A1,0.049
C0239234,CD96,0.0485
C0239234,COL2A1,0.0474
C0239234,PIGN,0.04738
C0239234,SLC26A2,0.04718
C0239234,DHCR7,0.0453
C0239234,NSD2,0.04455
C0239234,PEX2,0.0441
C0239234,KRAS,0.0438
C0239234,PEX1,0.04343
C0239234,ROR2,0.04321
C0239340,FAM134B,0.17255
C0239340,SCN9A,0.15665
C0239340,BBS12,0.10145
C0239340,BBS4,0.0704
C0239340,BBS7,0.05465
C0239340,HOXA13,0.0533
C0239340,TP63,0.0524
C0239340,POR,0.0519
C0239340,TTC8,0.05075
C0239340,BBS9,0.0498
C0239340,COG5,0.04775
C0239340,KIF1A,0.0461
C0239340,FN1,0.0457
C0239340,MKKS,0.0448
C0239340,HOXD13,0.0349
C0239399,FGFR2,0.0559
C0239399,WISP3,0.03438
C0239399,LIG4,0.0331333333333333
C0239399,HOXA13,0.02205
C0239399,HSPG2,0.0195
C0239399,FGF10,0.01278
C0239399,FLNB,0.0110166666666666
C0239399,GPX4,0.007375
C0239399,PTH1R,0.00735
C0239399,MMP13,0.0072666666666666
C0239399,EIF2AK3,0.0071666666666666
C0239399,RMRP,0.0071666666666666
C0239399,GDF5,0.0067833333333333
C0239399,FGFR3,0.0066
C0239399,COL2A1,0.0049
C0239479,COL6A3,0.1354
C0239479,COL6A2,0.0463
C0239479,ADAMTSL2,0.0452
C0239479,COL12A1,0.0393857142857142
C0239479,COL6A1,0.0355
C0239479,TERT,0.0347
C0239479,ARCODS,0.0273
C0239479,PRKACA,0.0269
C0239479,COL2A1,0.0197
C0239479,COL11A1,0.0194
C0239479,FBN1,0.0192
C0239479,LMNA,0.0189
C0239479,PRKAR1A,0.018
C0239479,GNAI3,0.0179
C0239479,EDN1,0.0173
C0239488,MBTPS2,0.3854
C0239488,SAT1,0.1746
C0239488,MEN1,0.1497666666666667
C0239488,AIP,0.1376
C0239488,ADGRE2,0.1259
C0239488,TRPV3,0.09435
C0239488,KRT17,0.0543333333333333
C0239488,AGT,0.0478
C0239488,LRP1,0.0361999999999999
C0239488,GJB6,0.029925
C0239488,GNAS,0.0257666666666666
C0239488,POR,0.0247
C0239488,WNT4,0.0241
C0239488,MKS1,0.017375
C0239488,CDKN2C,0.0163666666666666
C0239548,WDR73,0.065975
C0239548,SMN2,0.055175
C0239548,COL7A1,0.04602
C0239548,IARS2,0.04365
C0239548,AUNX1,0.0419
C0239548,SOD2,0.0418
C0239548,GPX4,0.0403
C0239548,NAIP,0.0356
C0239548,VPS13A,0.0341333333333333
C0239548,FRG1,0.0318285714285714
C0239548,VRK1,0.029175
C0239548,TSHR,0.023925
C0239548,SMN1,0.0221
C0239548,CHMP2B,0.022025
C0239548,ATXN2,0.02028
C0239594,GDF5,0.0762888888888888
C0239594,NOG,0.0645
C0239594,CHRNA1,0.0563
C0239594,IHH,0.0366333333333333
C0239594,CHRNE,0.0263555555555555
C0239594,CHRNG,0.0245
C0239594,HOXD13,0.0228222222222222
C0239594,SLC26A2,0.0199
C0239594,MYH8,0.0195375
C0239594,MYH3,0.0180555555555555
C0239594,GNAS,0.0157
C0239594,OFD1,0.0152
C0239594,FIG4,0.0152
C0239594,CHRNB1,0.0151285714285714
C0239594,ROR2,0.0149666666666666
C0239676,PEX12,0.1859
C0239676,PEX10,0.1173
C0239676,PEX2,0.111
C0239676,PEX26,0.106
C0239676,PEX16,0.1036
C0239676,PEX6,0.0865
C0239676,PEX3,0.0674
C0239676,PEX5,0.0605
C0239676,PEX13,0.0565
C0239676,PEX14,0.0546
C0239676,PEX1,0.0545
C0239676,PEX19,0.0451
C0239676,PEX11B,0.0446
C0239676,BRAF,0.0442
C0239676,KRAS,0.0408
C0239761,ERCC8,0.6153
C0239761,FSHR,0.29
C0239761,NR5A1,0.261
C0239761,PSMC3IP,0.2098
C0239761,ERCC1,0.1327
C0239761,ERCC5,0.0886
C0239761,SOX9,0.0769
C0239761,UVSSA,0.0665
C0239761,NUP107,0.0626
C0239761,SRY,0.0593
C0239761,DHH,0.0516
C0239761,WT1,0.0481
C0239761,ERCC4,0.0473
C0239761,ERCC3,0.0466
C0239761,VAMP7,0.0462
C0239801,QDPR,0.0495666666666666
C0239801,GNE,0.048
C0239801,PAH,0.0408
C0239801,PRKAR1A,0.0377
C0239801,SLC17A5,0.0315
C0239801,TP63,0.0292
C0239801,UBE3A,0.028
C0239801,TRIM37,0.0260666666666666
C0239801,KRT25,0.0255666666666666
C0239801,KRT71,0.0252
C0239801,GUSB,0.02395
C0239801,LPAR6,0.0233
C0239801,RMRP,0.0227
C0239801,KRT74,0.02265
C0239801,PLOD3,0.022
C0239803,MC1R,0.08392
C0239803,MC4R,0.07952
C0239803,TYR,0.06118
C0239803,POMC,0.0565
C0239803,NRAS,0.05
C0239803,SLC45A2,0.02828
C0239803,MITF,0.02718
C0239803,HPS1,0.0246199999999999
C0239803,HPS5,0.0217
C0239803,AP3B1,0.0215
C0239803,EDNRB,0.0213
C0239803,CACNA1F,0.02076
C0239803,GGCX,0.0193333333333333
C0239803,RBM28,0.0175
C0239803,OCA2,0.0157
C0239804,TGM3,0.1385
C0239804,MITF,0.125825
C0239804,PADI3,0.1095
C0239804,LPAR6,0.08515
C0239804,SKIV2L,0.079975
C0239804,SLC45A2,0.054525
C0239804,GAN,0.047825
C0239804,RAB27A,0.04715
C0239804,ATP7A,0.03525
C0239804,LYST,0.0344
C0239804,HMX1,0.034
C0239804,JUP,0.02705
C0239804,HRAS,0.0263
C0239804,TTC37,0.026
C0239804,KANK2,0.02535
C0239815,AP1S1,0.0774
C0239815,FLVCR2,0.0508
C0239815,GRM1,0.0432333333333333
C0239815,GAMT,0.0428
C0239815,SEPSECS,0.04065
C0239815,CLCF1,0.038
C0239815,LIFR,0.037375
C0239815,MOCS1,0.0292333333333333
C0239815,PLCE1,0.0283
C0239815,WT1,0.027
C0239815,LIAS,0.02335
C0239815,DPYS,0.02295
C0239815,COMP,0.0224
C0239815,PEX5,0.0223666666666666
C0239815,GPSM2,0.022
C0239830,FRDA2,0.2264
C0239830,CKAP2L,0.1048
C0239830,HSPB8,0.0808
C0239830,NPC1,0.0753
C0239830,NPC2,0.0743
C0239830,BICD2,0.0701
C0239830,DCTN4,0.0686
C0239830,FBN1,0.0669
C0239830,DNAJC6,0.0563
C0239830,SYNJ1,0.0552
C0239830,NR4A2,0.0543
C0239830,ATXN1,0.031
C0239830,SPTBN2,0.0305
C0239830,RAI1,0.0304
C0239830,PDHX,0.0301
C0239842,SCN2A,0.1390333333333333
C0239842,SLC26A4,0.1045
C0239842,NKX2-5,0.079
C0239842,PAX8,0.07815
C0239842,SCN8A,0.0623666666666666
C0239842,SMN2,0.05905
C0239842,NAIP,0.05055
C0239842,MTHFR,0.045
C0239842,VCP,0.04295
C0239842,FCMTE1,0.04285
C0239842,XK,0.0405666666666666
C0239842,ADRA2B,0.0366
C0239842,FOXE1,0.02945
C0239842,TRIM32,0.0293
C0239842,PLCB1,0.024
C0239882,TMEM216,0.1149
C0239882,SCN4B,0.0913
C0239882,POLG,0.061
C0239882,MAMLD1,0.0571
C0239882,PTCH1,0.0484
C0239882,RYR1,0.0483
C0239882,DNM2,0.0466
C0239882,MAPT,0.04555
C0239882,BIN1,0.0451
C0239882,FXN,0.0372
C0239882,COL6A3,0.0367
C0239882,TOR1A,0.0325
C0239882,CACNA1B,0.0319
C0239882,COL11A2,0.0307
C0239882,GAN,0.0299
C0239935,MPL,0.21975
C0239935,SH2B3,0.2119
C0239935,JAK2,0.1845
C0239935,VHL,0.1682
C0239935,THPO,0.1265
C0239935,TET2,0.079875
C0239935,EGLN1,0.0688
C0239935,AGXT,0.0658499999999999
C0239935,ECB2,0.05395
C0239935,CALR,0.0487
C0239935,TP53,0.03715
C0239935,GATA1,0.0348333333333333
C0239935,SERPIND1,0.0342666666666666
C0239935,F5,0.0269499999999999
C0239935,TREX1,0.0225
C0239937,COL4A3,0.1350666666666666
C0239937,COL4A4,0.1149166666666666
C0239937,KCNE5,0.0645
C0239937,OCRL,0.0495833333333333
C0239937,COL4A6,0.04724
C0239937,ACSL4,0.0446
C0239937,AMMEC,0.0348166666666666
C0239937,IKBKAP,0.0339799999999999
C0239937,SLC4A1,0.0298166666666666
C0239937,PHEX,0.0298
C0239937,SPTA1,0.0297599999999999
C0239937,GATA1,0.0254333333333333
C0239937,EPB41,0.0238
C0239937,TRIP11,0.0164
C0239937,DGKK,0.0146749999999999
C0239941,HBG2,0.1823
C0239941,HBB,0.0961
C0239941,KLF1,0.0842
C0239941,LAMP2,0.0456
C0239941,HBG1,0.0402
C0239941,GATA1,0.0389599999999999
C0239941,HBD,0.03578
C0239941,HBA1,0.03388
C0239941,CD151,0.0292
C0239941,GIF,0.0289
C0239941,HBA2,0.02762
C0239941,RPL11,0.01774
C0239941,CYP1A2,0.017125
C0239941,SEC23B,0.015575
C0239941,CYB5R3,0.0152
C0239946,TNFSF15,0.1978
C0239946,IL12RB1,0.1158
C0239946,IL12A,0.1152
C0239946,IRF5,0.1
C0239946,POU2AF1,0.0961
C0239946,SPIB,0.0745
C0239946,TNPO3,0.0729
C0239946,ATP8B1,0.0345899999999999
C0239946,ABCB11,0.02843
C0239946,MMEL1,0.0274799999999999
C0239946,PKHD1,0.0260777777777777
C0239946,AKR1D1,0.02596
C0239946,PKD1,0.0247
C0239946,FOXE3,0.0216
C0239946,LMNA,0.02135
C0239981,NPHS1,0.1083
C0239981,NPHS2,0.1001
C0239981,KIRREL3,0.0981333333333333
C0239981,PHGDH,0.0484
C0239981,SLC16A2,0.0438999999999999
C0239981,MC1R,0.0367
C0239981,MPI,0.0359
C0239981,LAMB2,0.03415
C0239981,NUP93,0.0266999999999999
C0239981,XPO5,0.0254666666666666
C0239981,MGAT2,0.02482
C0239981,WT1,0.02413
C0239981,NUP205,0.0236
C0239981,ZNF592,0.0234
C0239981,PLCE1,0.0214
C0239984,CASP10,0.4852
C0239984,FAS,0.4347
C0239984,FASLG,0.3415
C0239984,NRAS,0.0572
C0239984,PTPN22,0.0436999999999999
C0239984,FCGR2C,0.03715
C0239984,RAG1,0.031425
C0239984,ADA2,0.0262
C0239984,CCND1,0.0246
C0239984,PNP,0.023075
C0239984,TNFRSF4,0.022025
C0239984,IFNA2,0.01935
C0239984,CASP8,0.018175
C0239984,PRKCD,0.0161
C0239984,RAB27A,0.0141666666666666
C0239989,NFKB2,0.0674
C0239989,ICOS,0.0623
C0239989,CR2,0.0565
C0239989,CD19,0.0532
C0239989,UNG,0.0487714285714285
C0239989,TNFRSF13B,0.0483
C0239989,MS4A1,0.0379428571428571
C0239989,RAG2,0.0351
C0239989,TNFSF12,0.0336428571428571
C0239989,CD81,0.0326428571428571
C0239989,NFKB1,0.0324857142857142
C0239989,PRKCD,0.0307714285714285
C0239989,ADA,0.0288
C0239989,RAG1,0.0281857142857142
C0239989,IGHM,0.0233285714285714
C0239998,C2,0.0871
C0239998,DGCR8,0.0721
C0239998,CFI,0.06314
C0239998,DGCR2,0.0606
C0239998,DGCR14,0.0526
C0239998,TBX1,0.0485
C0239998,C1QC,0.0469
C0239998,DGCR6,0.0448
C0239998,KDM6A,0.0415
C0239998,CR1,0.03845
C0239998,MASP2,0.0312
C0239998,EDA2R,0.0308
C0239998,RAP1B,0.0299
C0239998,HLA-DQA1,0.0279
C0239998,C1QB,0.0278
C0240063,VAX1,0.06429
C0240063,WNT4,0.04615
C0240063,MSX2,0.0453
C0240063,GLI2,0.0414
C0240063,BCOR,0.0396
C0240063,TMEM216,0.0381
C0240063,CHD7,0.0331
C0240063,SEMA3E,0.0298
C0240063,TMCO1,0.0294
C0240063,BMP4,0.0277
C0240063,SIX6,0.0250099999999999
C0240063,NRAS,0.0235
C0240063,GDF3,0.0231222222222222
C0240063,SPECC1L,0.0230222222222222
C0240063,NAA10,0.0228
C0240083,BRAF,0.0577333333333333
C0240083,ABCC2,0.0489
C0240083,MAP2K1,0.0469
C0240083,LRP5,0.03705
C0240083,FSHB,0.0364
C0240083,TBCE,0.0349
C0240083,NF2,0.0315666666666666
C0240083,NF1,0.0304
C0240083,RMRP,0.029575
C0240083,OTX2,0.02915
C0240083,PAX3,0.027
C0240083,CPT2,0.0266999999999999
C0240083,IGF1,0.0231666666666666
C0240083,ARSE,0.0230666666666666
C0240083,COL2A1,0.02305
C0240182,GJB6,0.15838
C0240182,PEX12,0.049775
C0240182,PEX2,0.04808
C0240182,POMP,0.048
C0240182,PEX26,0.04152
C0240182,PEX10,0.04138
C0240182,GLE1,0.0407499999999999
C0240182,PEX5,0.03382
C0240182,PEX14,0.03365
C0240182,PEX3,0.0329799999999999
C0240182,PEX16,0.03202
C0240182,PEX13,0.03112
C0240182,LOR,0.028025
C0240182,PEX19,0.026
C0240182,PEX11B,0.0245999999999999
C0240231,TCIRG1,0.4457
C0240231,SNX10,0.3976
C0240231,TNFSF11,0.3513
C0240231,GNE,0.2329
C0240231,PSEN1,0.1615
C0240231,MAPT,0.1483
C0240231,VCP,0.1385
C0240231,GRN,0.1376
C0240231,CHMP2B,0.1296
C0240231,NECTIN1,0.1164
C0240231,TREM2,0.1158
C0240231,DNAI2,0.1073
C0240231,OSTM1,0.0757
C0240231,LRP5,0.0637
C0240231,PTH1R,0.0508
C0240278,FLT4,0.166925
C0240278,SOX18,0.0747
C0240278,PTEN,0.073
C0240278,PTH1R,0.05595
C0240278,FOXC2,0.0541
C0240278,BRAF,0.0515
C0240278,GJC2,0.0357
C0240278,TP63,0.0276124999999999
C0240278,ABCC9,0.0268
C0240278,MAP2K1,0.0255
C0240278,SLC35D1,0.0254
C0240278,LBR,0.0249
C0240278,NAGA,0.0245
C0240278,AKT1,0.0239
C0240278,EVC,0.0229571428571428
C0240295,PEX12,0.0848
C0240295,FGFR2,0.0828
C0240295,SLC26A2,0.0808
C0240295,COL11A1,0.0806
C0240295,RAB3GAP2,0.0805
C0240295,FGFR3,0.07963
C0240295,COL2A1,0.0794
C0240295,NSD2,0.0786
C0240295,PEX2,0.0783
C0240295,PEX1,0.0764
C0240295,PEX16,0.0746
C0240295,FLNA,0.0739
C0240295,FGFRL1,0.0726
C0240295,KAT6B,0.0721
C0240295,FGFR1,0.0708
C0240310,WNT10B,0.1541
C0240310,IL11RA,0.1386
C0240310,FGFR2,0.06
C0240310,EDNRA,0.0508
C0240310,FGFR3,0.0484
C0240310,FGFR1,0.0473
C0240310,TP63,0.0457
C0240310,COL11A1,0.0456
C0240310,IRF6,0.0454
C0240310,PAX9,0.0437
C0240310,RAB23,0.0436
C0240310,POLR1C,0.0426
C0240310,ZDHHC9,0.0419
C0240310,ALX3,0.0408
C0240310,RUNX2,0.0404
C0240340,NECTIN1,0.0636
C0240340,IRF6,0.0614
C0240340,MSX1,0.0578
C0240340,TBL2,0.0496
C0240340,BAZ1B,0.0486
C0240340,CLIP2,0.0451
C0240340,FGFR1,0.0443
C0240340,LIMK1,0.043
C0240340,EDS8,0.0413
C0240340,TP63,0.039
C0240340,WNT10A,0.03845
C0240340,GJA1,0.0352
C0240340,LTBP3,0.0344
C0240340,RFC2,0.0342
C0240340,PAX9,0.0335
C0240379,SLC9A6,0.1015
C0240379,DGCR8,0.0971
C0240379,DGCR14,0.0799
C0240379,DGCR2,0.07
C0240379,TBX1,0.0691
C0240379,RAI1,0.0615
C0240379,DGCR6,0.0573
C0240379,SLC16A2,0.0545
C0240379,CHD7,0.0355
C0240379,MECP2,0.03131
C0240379,FOXG1,0.0287399999999999
C0240379,DCHS1,0.02836
C0240379,TP63,0.0279777777777777
C0240379,ALDH6A1,0.02742
C0240379,ROR2,0.0270399999999999
C0240412,F9,0.26085
C0240412,GGCX,0.2591
C0240412,F5,0.2028
C0240412,F2,0.1836
C0240412,F10,0.1755
C0240412,F7,0.1
C0240412,SERPINC1,0.0948
C0240412,PROS1,0.05895
C0240412,VWF,0.05495
C0240412,PROC,0.0515
C0240412,PLAT,0.0489
C0240412,PLAU,0.0431499999999999
C0240412,POMC,0.0346
C0240412,F8,0.0332
C0240412,THBD,0.0325499999999999
C0240414,FLNA,0.2235
C0240414,SLC6A8,0.0480499999999999
C0240414,KRAS,0.027
C0240414,GLI2,0.0227
C0240414,COL11A1,0.0216333333333333
C0240414,RBM10,0.0203
C0240414,MEOX1,0.01975
C0240414,CHRNG,0.0191666666666666
C0240414,FLNB,0.0157666666666666
C0240414,TBX2,0.0128
C0240414,EVC,0.0127
C0240414,SMS,0.0123
C0240414,TBR1,0.0121
C0240414,AP4E1,0.0113999999999999
C0240414,MYOD1,0.0098
C0240421,PEX10,0.275
C0240421,PEX16,0.2364
C0240421,PEX3,0.2336
C0240421,PEX2,0.184
C0240421,PEX1,0.1827
C0240421,PEX5,0.1704
C0240421,PEX26,0.1575
C0240421,PEX12,0.1208
C0240421,PEX13,0.1161
C0240421,PEX19,0.1049
C0240421,PEX6,0.1029
C0240421,PEX11B,0.0903
C0240421,PEX14,0.0865
C0240421,PIGA,0.0294
C0240421,HSD17B4,0.027725
C0240479,CHRNA1,0.3622
C0240479,COLQ,0.0971625
C0240479,CHAT,0.0910125
C0240479,CHRND,0.0855
C0240479,RYR1,0.078225
C0240479,CHRNE,0.0661
C0240479,TPM2,0.0608
C0240479,TPM3,0.0547
C0240479,CHRNB1,0.0541875
C0240479,CHRNG,0.0443
C0240479,ACTA1,0.0393
C0240479,NEB,0.0359625
C0240479,RAPSN,0.03505
C0240479,MYH7,0.0329
C0240479,GFPT1,0.0306
C0240538,PCNT,0.0556
C0240538,NSD2,0.0554
C0240538,CEP152,0.0455
C0240538,TRAIP,0.0388
C0240538,CENPE,0.0375
C0240538,PLK4,0.0372
C0240538,FGFRL1,0.0363
C0240538,LETM1,0.0357
C0240538,LMNA,0.0336
C0240538,FGFR2,0.0308
C0240538,CTSK,0.03062
C0240538,EP300,0.0301
C0240538,CTBP1,0.0285
C0240538,CPLX1,0.0277
C0240538,ATR,0.0264
C0240543,TBX1,0.2928
C0240543,SEC24C,0.1244
C0240543,GP1BB,0.1177
C0240543,DGCR6,0.1122
C0240543,ARVCF,0.1039
C0240543,RREB1,0.103
C0240543,HIRA,0.1022
C0240543,COMT,0.094
C0240543,UFD1L,0.0868
C0240543,DGCR8,0.0686
C0240543,DGCR14,0.0542
C0240543,DGCR2,0.0506
C0240543,JMJD1C,0.04523
C0240543,COL2A1,0.0289
C0240543,SF3B4,0.0227999999999999
C0240547,LRP5,0.1156333333333333
C0240547,SOST,0.1082
C0240547,LRP4,0.0944
C0240547,SHH,0.0876
C0240547,HGD,0.0788
C0240547,LMNA,0.0677
C0240547,COL2A1,0.06715
C0240547,LMBR1,0.0669
C0240547,MGP,0.0594
C0240547,HOXD13,0.03245
C0240547,HRAS,0.02975
C0240547,ENPP1,0.0237666666666666
C0240547,TGFB1,0.0202666666666666
C0240547,SIX3,0.0058499999999999
C0240547,GJA1,0.0055
C0240635,PEX2,0.0592
C0240635,BRAF,0.0581
C0240635,PEX16,0.0577
C0240635,FBN1,0.057
C0240635,KAT6B,0.056
C0240635,PEX12,0.0557
C0240635,KRAS,0.0523
C0240635,PEX13,0.0523
C0240635,PEX1,0.0514
C0240635,PEX6,0.0511
C0240635,NSD2,0.05068
C0240635,PIGN,0.0501
C0240635,MYH3,0.05
C0240635,PEX26,0.0497
C0240635,FGFR2,0.0492
C0240671,F9,0.2558
C0240671,F2,0.1321
C0240671,GGCX,0.1238
C0240671,PROS1,0.1106333333333333
C0240671,SERPINC1,0.1052333333333333
C0240671,F8,0.1
C0240671,F5,0.0906
C0240671,PROC,0.06545
C0240671,F7,0.0644833333333333
C0240671,VWF,0.0587833333333333
C0240671,MGAT2,0.05615
C0240671,SERPIND1,0.0398666666666666
C0240671,THBD,0.03515
C0240671,MPI,0.0319
C0240671,PLAU,0.0305166666666666
C0240679,SGCA,0.1036
C0240679,CIDEC,0.0895499999999999
C0240679,SGCD,0.0864666666666666
C0240679,LMNA,0.0694
C0240679,TRIM32,0.0622
C0240679,MYOT,0.0574999999999999
C0240679,FRG1,0.0519666666666666
C0240679,DNAJB6,0.0460333333333333
C0240679,SGCB,0.0403
C0240679,MYH7,0.0395333333333333
C0240679,VCP,0.0387
C0240679,GNE,0.0386666666666666
C0240679,SQSTM1,0.0382333333333333
C0240679,DES,0.0339666666666666
C0240679,HNRNPDL,0.0329
C0240701,ANOS1,0.094825
C0240701,CHD7,0.080625
C0240701,NSMF,0.069475
C0240701,DUSP6,0.0686
C0240701,FGF17,0.06825
C0240701,HS6ST1,0.067625
C0240701,FGFR1,0.06616
C0240701,FGF8,0.06525
C0240701,TAC3,0.061425
C0240701,GNRH1,0.05725
C0240701,GNRHR,0.056725
C0240701,SRY,0.04842
C0240701,KISS1,0.0483
C0240701,SLC9A6,0.0482999999999999
C0240701,NR5A1,0.027925
C0240735,MAPT,0.2835
C0240735,CHMP2B,0.2035
C0240735,VCP,0.1988
C0240735,GRN,0.182
C0240735,TREM2,0.1585
C0240735,PSEN1,0.1583
C0240735,SQSTM1,0.0869
C0240735,C9orf72,0.0460999999999999
C0240735,VPS13A,0.0294
C0240735,CSF1R,0.02887
C0240735,TYROBP,0.0285
C0240735,SPAST,0.0230499999999999
C0240735,CACNA1A,0.0216571428571428
C0240735,EIF2B5,0.0209
C0240735,FMR1,0.01947
C0240783,CLCNKB,0.2527
C0240783,SLC12A1,0.2019
C0240783,CLCNKA,0.1541166666666666
C0240783,BSND,0.1347166666666666
C0240783,KCNJ1,0.0977
C0240783,CYP11B1,0.0850166666666666
C0240783,SLC26A3,0.0715166666666666
C0240783,SCNN1B,0.0544
C0240783,SCNN1G,0.0508166666666666
C0240783,CYP11A1,0.0442
C0240783,SCNN1A,0.04335
C0240783,HSD3B2,0.04
C0240783,POR,0.0365
C0240783,AVPR2,0.0325
C0240783,CYP17A1,0.0294833333333333
C0240896,BCOR,0.0789
C0240896,NAA10,0.0372
C0240896,SRCAP,0.0339
C0240896,MAA,0.03365
C0240896,LIFR,0.0331
C0240896,TMEM216,0.0261
